State,Date,Total_Prisoner_Cases,Total_Prisoner_Deaths
Connecticut,2021-01-19,3547.0,17.0
Connecticut,2021-01-14,3508.0,16.0
Connecticut,2021-01-05,3289.0,14.0
Connecticut,2020-12-29,2955.0,13.0
Connecticut,2020-12-22,2801.0,13.0
Connecticut,2020-12-08,2382.0,10.0
Connecticut,2020-12-01,1930.0,8.0
Connecticut,2020-11-24,1809.0,8.0
Connecticut,2020-11-17,1749.0,8.0
Connecticut,2020-11-10,1686.0,7.0
Connecticut,2020-11-03,1674.0,7.0
Connecticut,2020-10-27,1673.0,7.0
Connecticut,2020-10-20,1669.0,7.0
Connecticut,2020-10-13,1634.0,7.0
Connecticut,2020-10-06,1558.0,7.0
Connecticut,2020-10-01,1558.0,7.0
Connecticut,2020-09-22,1558.0,7.0
Connecticut,2020-09-16,1558.0,7.0
Connecticut,2020-09-08,1553.0,7.0
Connecticut,2020-09-01,1549.0,7.0
Connecticut,2020-08-25,1538.0,7.0
Connecticut,2020-08-18,1500.0,7.0
Connecticut,2020-08-11,1446.0,7.0
Connecticut,2020-08-05,1433.0,7.0
Connecticut,2020-07-28,1401.0,7.0
Connecticut,2020-07-21,1344.0,7.0
Connecticut,2020-07-14,1343.0,7.0
Connecticut,2020-07-07,1343.0,7.0
Connecticut,2020-06-30,1342.0,7.0
Connecticut,2020-06-26,1256.0,7.0
Connecticut,2020-06-16,1210.0,7.0
Connecticut,2020-06-12,1210.0,7.0
Connecticut,2020-06-02,870.0,7.0
Connecticut,2020-05-28,853.0,7.0
Connecticut,2020-05-20,684.0,6.0
Connecticut,2020-05-13,526.0,6.0
Connecticut,2020-05-06,478.0,6.0
Connecticut,2020-04-29,417.0,3.0
Connecticut,2020-04-22,321.0,1.0
Connecticut,2020-04-15,199.0,1.0
Connecticut,2020-04-07,46.0,0.0
Connecticut,2020-04-01,2.0,0.0
Colorado,2021-03-16,8706.0,29.0
Colorado,2021-03-09,8691.0,29.0
Colorado,2021-03-02,8662.0,29.0
Colorado,2021-02-23,8626.0,29.0
Colorado,2021-02-16,8549.0,28.0
Colorado,2021-02-09,8397.0,28.0
Colorado,2021-02-02,8273.0,28.0
Colorado,2021-01-26,8147.0,27.0
Colorado,2021-01-20,8006.0,25.0
Colorado,2021-01-12,7842.0,25.0
Colorado,2021-01-05,7512.0,25.0
Colorado,2020-12-29,7125.0,24.0
Colorado,2020-12-22,6810.0,19.0
Colorado,2020-12-15,6276.0,17.0
Colorado,2020-12-08,5754.0,14.0
Colorado,2020-12-01,4548.0,11.0
Colorado,2020-11-24,3535.0,7.0
Colorado,2020-11-18,2933.0,6.0
Colorado,2020-11-10,1996.0,4.0
Colorado,2020-11-03,1718.0,4.0
Colorado,2020-10-27,1407.0,4.0
Colorado,2020-10-20,1197.0,3.0
Colorado,2020-10-13,972.0,3.0
Colorado,2020-10-06,893.0,3.0
Colorado,2020-09-29,892.0,3.0
Colorado,2020-09-22,892.0,3.0
Colorado,2020-09-15,888.0,3.0
Colorado,2020-09-08,886.0,3.0
Colorado,2020-09-01,883.0,3.0
Colorado,2020-08-25,883.0,3.0
Colorado,2020-08-18,877.0,3.0
Colorado,2020-08-11,862.0,3.0
Colorado,2020-08-04,860.0,3.0
Colorado,2020-07-28,841.0,3.0
Colorado,2020-07-21,783.0,3.0
Colorado,2020-07-14,668.0,3.0
Colorado,2020-07-07,631.0,3.0
Colorado,2020-06-30,630.0,3.0
Colorado,2020-06-23,629.0,3.0
Colorado,2020-06-16,628.0,3.0
Colorado,2020-06-12,626.0,3.0
Colorado,2020-06-02,621.0,2.0
Colorado,2020-05-27,593.0,2.0
Colorado,2020-05-20,486.0,2.0
Colorado,2020-05-13,479.0,2.0
Colorado,2020-05-07,310.0,1.0
Colorado,2020-04-30,256.0,0.0
Colorado,2020-04-21,9.0,0.0
Colorado,2020-04-15,3.0,0.0
Colorado,2020-04-09,1.0,0.0
Colorado,2020-04-02,0.0,0.0
Colorado,2020-03-26,0.0,0.0
California,2021-03-16,49176.0,216.0
California,2021-03-09,49161.0,212.0
California,2021-03-02,49115.0,212.0
California,2021-02-23,49036.0,210.0
California,2021-02-16,48837.0,208.0
California,2021-02-09,48375.0,206.0
California,2021-02-02,47502.0,195.0
California,2021-01-26,46595.0,187.0
California,2021-01-19,45486.0,175.0
California,2021-01-12,44079.0,162.0
California,2021-01-05,41562.0,139.0
California,2020-12-29,38398.0,120.0
California,2020-12-22,34866.0,112.0
California,2020-12-15,30745.0,101.0
California,2020-12-08,24782.0,93.0
California,2020-12-04,22508.0,90.0
California,2020-11-25,19479.0,85.0
California,2020-11-20,18083.0,83.0
California,2020-11-10,16749.0,82.0
California,2020-11-03,16057.0,80.0
California,2020-10-27,15620.0,76.0
California,2020-10-20,15306.0,70.0
California,2020-10-13,15187.0,69.0
California,2020-10-06,14870.0,69.0
California,2020-09-29,14223.0,67.0
California,2020-09-22,13710.0,60.0
California,2020-09-15,12125.0,60.0
California,2020-09-08,11388.0,59.0
California,2020-09-01,10658.0,58.0
California,2020-08-25,10163.0,57.0
California,2020-08-18,9650.0,55.0
California,2020-08-11,8816.0,53.0
California,2020-08-04,8382.0,50.0
California,2020-07-28,7706.0,47.0
California,2020-07-21,7066.0,40.0
California,2020-07-14,6458.0,35.0
California,2020-07-07,5372.0,29.0
California,2020-06-30,4939.0,22.0
California,2020-06-23,3800.0,19.0
California,2020-06-16,3225.0,17.0
California,2020-06-09,3028.0,12.0
California,2020-06-02,2365.0,11.0
California,2020-05-27,1216.0,9.0
California,2020-05-20,915.0,6.0
California,2020-05-13,535.0,5.0
California,2020-05-06,398.0,1.0
California,2020-04-29,205.0,1.0
California,2020-04-22,135.0,1.0
California,2020-04-15,69.0,0.0
California,2020-04-08,25.0,0.0
California,2020-04-01,8.0,0.0
California,2020-03-26,1.0,0.0
Arkansas,2021-03-16,11172.0,52.0
Arkansas,2021-03-09,11146.0,52.0
Arkansas,2021-03-02,11106.0,52.0
Arkansas,2021-02-23,11033.0,52.0
Arkansas,2021-02-16,11032.0,52.0
Arkansas,2021-02-09,10992.0,52.0
Arkansas,2021-02-02,10954.0,52.0
Arkansas,2021-01-26,10905.0,52.0
Arkansas,2021-01-19,10877.0,52.0
Arkansas,2021-01-12,10832.0,51.0
Arkansas,2021-01-05,10741.0,51.0
Arkansas,2020-12-29,10579.0,50.0
Arkansas,2020-12-22,10203.0,50.0
Arkansas,2020-12-15,9745.0,50.0
Arkansas,2020-12-08,9386.0,49.0
Arkansas,2020-12-01,9014.0,49.0
Arkansas,2020-11-24,8786.0,48.0
Arkansas,2020-11-17,8566.0,48.0
Arkansas,2020-11-10,8343.0,48.0
Arkansas,2020-11-03,7820.0,48.0
Arkansas,2020-10-27,7529.0,48.0
Arkansas,2020-10-20,7084.0,47.0
Arkansas,2020-10-13,6874.0,45.0
Arkansas,2020-10-06,6606.0,45.0
Arkansas,2020-09-29,6422.0,42.0
Arkansas,2020-09-22,6146.0,39.0
Arkansas,2020-09-15,5834.0,39.0
Arkansas,2020-09-08,5752.0,39.0
Arkansas,2020-09-01,5570.0,39.0
Arkansas,2020-08-25,5194.0,38.0
Arkansas,2020-08-18,5038.0,36.0
Arkansas,2020-08-11,4665.0,34.0
Arkansas,2020-08-04,4182.0,31.0
Arkansas,2020-07-28,3851.0,27.0
Arkansas,2020-07-21,3789.0,25.0
Arkansas,2020-07-14,3482.0,16.0
Arkansas,2020-07-07,2981.0,14.0
Arkansas,2020-06-30,2487.0,13.0
Arkansas,2020-06-23,2301.0,11.0
Arkansas,2020-06-16,1801.0,11.0
Arkansas,2020-06-09,1336.0,11.0
Arkansas,2020-06-02,1253.0,9.0
Arkansas,2020-05-27,1251.0,8.0
Arkansas,2020-05-19,1246.0,8.0
Arkansas,2020-05-13,1066.0,7.0
Arkansas,2020-05-07,944.0,5.0
Arkansas,2020-04-28,923.0,0.0
Arkansas,2020-04-21,731.0,0.0
Arkansas,2020-04-14,61.0,0.0
Arkansas,2020-04-07,0.0,0.0
Arkansas,2020-04-01,0.0,0.0
Arkansas,2020-03-26,0.0,0.0
Arizona,2021-03-16,12176.0,51.0
Arizona,2021-02-16,11860.0,51.0
Arizona,2021-02-09,11611.0,50.0
Arizona,2021-02-02,10924.0,48.0
Arizona,2021-01-26,9547.0,47.0
Arizona,2021-01-19,8778.0,45.0
Arizona,2021-01-12,8042.0,44.0
Arizona,2021-01-05,7608.0,39.0
Arizona,2020-12-29,6415.0,34.0
Arizona,2020-12-22,6249.0,34.0
Arizona,2020-12-15,5463.0,33.0
Arizona,2020-12-08,4293.0,32.0
Arizona,2020-12-01,3176.0,28.0
Arizona,2020-11-24,2954.0,28.0
Arizona,2020-11-17,2815.0,28.0
Arizona,2020-11-10,2667.0,28.0
Arizona,2020-11-03,2648.0,28.0
Arizona,2020-10-27,2636.0,28.0
Arizona,2020-10-20,2621.0,28.0
Arizona,2020-10-13,2613.0,28.0
Arizona,2020-10-06,2599.0,28.0
Arizona,2020-09-29,2586.0,28.0
Arizona,2020-09-22,2565.0,28.0
Arizona,2020-09-15,2511.0,27.0
Arizona,2020-09-08,2425.0,27.0
Arizona,2020-09-01,2131.0,27.0
Arizona,2020-08-25,1880.0,26.0
Arizona,2020-08-18,1612.0,25.0
Arizona,2020-08-11,1572.0,22.0
Arizona,2020-08-04,1429.0,21.0
Arizona,2020-07-28,824.0,16.0
Arizona,2020-07-21,684.0,13.0
Arizona,2020-07-14,569.0,13.0
Arizona,2020-07-07,481.0,13.0
Arizona,2020-06-30,421.0,9.0
Arizona,2020-06-23,349.0,9.0
Arizona,2020-06-16,265.0,8.0
Arizona,2020-06-09,242.0,7.0
Arizona,2020-06-02,193.0,7.0
Arizona,2020-05-27,183.0,7.0
Arizona,2020-05-20,151.0,6.0
Arizona,2020-05-13,121.0,5.0
Arizona,2020-05-06,69.0,5.0
Arizona,2020-04-29,50.0,2.0
Arizona,2020-04-01,0.0,0.0
Arizona,2020-03-26,0.0,0.0
Alaska,2021-03-18,2382.0,5.0
Alaska,2021-03-08,2330.0,5.0
Alaska,2021-03-02,2327.0,5.0
Alaska,2021-02-22,2316.0,5.0
Alaska,2021-02-09,2302.0,5.0
Alaska,2021-02-02,2299.0,5.0
Alaska,2021-01-25,2294.0,5.0
Alaska,2021-01-19,2269.0,5.0
Alaska,2021-01-12,2222.0,5.0
Alaska,2021-01-05,2153.0,5.0
Alaska,2020-12-28,1966.0,5.0
Alaska,2020-12-22,1905.0,3.0
Alaska,2020-12-16,1539.0,3.0
Alaska,2020-12-08,1217.0,3.0
Alaska,2020-12-01,851.0,2.0
Alaska,2020-11-24,644.0,1.0
Alaska,2020-11-18,521.0,0.0
Alaska,2020-11-10,357.0,0.0
Alaska,2020-11-03,240.0,0.0
Alaska,2020-10-27,186.0,0.0
Alaska,2020-10-20,159.0,0.0
Alaska,2020-10-12,83.0,0.0
Alaska,2020-10-07,82.0,0.0
Alaska,2020-09-29,65.0,0.0
Alaska,2020-09-23,63.0,0.0
Alaska,2020-09-14,57.0,0.0
Alaska,2020-08-26,39.0,0.0
Alaska,2020-08-18,31.0,0.0
Alaska,2020-08-11,26.0,0.0
Alaska,2020-08-04,23.0,0.0
Alaska,2020-07-28,17.0,0.0
Alaska,2020-07-22,16.0,0.0
Alaska,2020-07-14,2.0,0.0
Alaska,2020-07-07,2.0,0.0
Alaska,2020-07-01,2.0,0.0
Alaska,2020-06-23,2.0,0.0
Alaska,2020-06-16,2.0,0.0
Alaska,2020-06-09,2.0,0.0
Alaska,2020-06-03,2.0,0.0
Alaska,2020-05-27,2.0,0.0
Alaska,2020-05-21,2.0,0.0
Alaska,2020-05-12,1.0,0.0
Alaska,2020-05-06,1.0,0.0
Alaska,2020-04-29,1.0,0.0
Alaska,2020-04-22,0.0,0.0
Alaska,2020-04-15,0.0,0.0
Alaska,2020-04-08,0.0,0.0
Alaska,2020-04-01,0.0,0.0
Alaska,2020-03-26,0.0,0.0
Alabama,2021-03-08,1557.0,62.0
Alabama,2021-03-01,1530.0,61.0
Alabama,2021-02-22,1506.0,61.0
Alabama,2021-02-15,1499.0,60.0
Alabama,2021-02-08,1485.0,60.0
Alabama,2021-02-02,1413.0,60.0
Alabama,2021-01-25,1369.0,60.0
Alabama,2021-01-18,1294.0,57.0
Alabama,2021-01-12,1262.0,54.0
Alabama,2020-12-28,1161.0,54.0
Alabama,2020-12-21,1094.0,54.0
Alabama,2020-12-14,1068.0,48.0
Alabama,2020-12-09,1033.0,43.0
Alabama,2020-11-30,855.0,34.0
Alabama,2020-11-27,834.0,34.0
Alabama,2020-11-16,775.0,32.0
Alabama,2020-11-11,751.0,32.0
Alabama,2020-11-02,711.0,28.0
Alabama,2020-10-26,532.0,27.0
Alabama,2020-10-19,459.0,27.0
Alabama,2020-10-14,441.0,26.0
Alabama,2020-10-05,439.0,25.0
Alabama,2020-09-28,415.0,23.0
Alabama,2020-09-21,408.0,22.0
Alabama,2020-09-14,403.0,21.0
Alabama,2020-09-07,386.0,20.0
Alabama,2020-09-02,353.0,20.0
Alabama,2020-08-25,336.0,19.0
Alabama,2020-08-18,323.0,18.0
Alabama,2020-08-11,238.0,16.0
Alabama,2020-08-04,215.0,16.0
Alabama,2020-07-28,199.0,15.0
Alabama,2020-07-22,165.0,14.0
Alabama,2020-07-14,138.0,12.0
Alabama,2020-07-07,97.0,10.0
Alabama,2020-06-30,68.0,7.0
Alabama,2020-06-23,54.0,4.0
Alabama,2020-06-15,43.0,4.0
Alabama,2020-06-09,27.0,2.0
Alabama,2020-06-01,19.0,1.0
Alabama,2020-05-26,11.0,1.0
Alabama,2020-05-19,9.0,1.0
Alabama,2020-05-13,9.0,1.0
Alabama,2020-05-06,8.0,1.0
Alabama,2020-04-28,4.0,1.0
Alabama,2020-04-21,4.0,1.0
Alabama,2020-04-13,0.0,0.0
Alabama,2020-04-06,0.0,0.0
Alabama,2020-03-31,0.0,0.0
Alabama,2020-03-26,0.0,0.0
